age,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,y,contact_cellular,contact_telephone,marital_divorced,marital_married,marital_single,job_admin.,job_blue_collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self_employed,job_services,job_student,job_technician,job_unemployed,job_unknown,days_in_year
60,1,0,2008,0,0,7,2,105,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,365
30,3,0,14355,0,0,7,2,244,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
50,2,0,423,0,0,7,2,204,4,-1,0,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
42,3,0,-1781,1,1,7,2,197,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,365
31,2,0,-556,1,0,7,2,115,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
45,2,0,983,1,0,7,2,155,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
55,3,0,4235,0,0,7,2,973,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,365
46,1,0,1175,0,0,7,2,181,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,365
35,2,0,176,0,0,7,2,77,2,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
53,1,0,787,1,1,7,2,119,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
32,2,0,150,0,1,7,2,231,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
33,3,0,35,0,0,7,2,346,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
45,1,0,1288,0,0,7,2,399,6,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,365
56,2,0,317,0,0,7,2,112,7,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
45,3,0,970,0,0,7,2,216,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
32,2,0,-23,0,1,7,2,152,5,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
34,2,0,1969,0,0,7,2,252,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,365
37,3,0,200,0,0,7,2,259,4,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,365
40,2,0,998,0,0,7,2,133,7,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
56,2,0,1093,0,0,7,2,89,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
51,3,0,15904,0,0,7,2,504,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
45,2,0,1583,1,0,7,2,84,7,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
35,3,0,753,0,0,7,2,187,4,-1,0,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,365
38,3,0,112,1,0,7,2,266,4,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,365
36,3,0,812,0,0,7,2,99,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
50,1,0,152,0,0,7,2,107,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,365
52,1,0,1515,0,0,7,2,20,4,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
45,2,0,9680,0,0,7,2,89,4,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
30,3,0,3330,0,0,7,2,109,6,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
51,1,0,0,0,0,7,2,228,6,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
48,2,0,1403,0,0,7,2,76,2,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,365
39,3,0,2666,0,0,7,2,96,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
45,3,0,169,0,0,7,2,391,4,-1,0,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,365
32,3,0,4291,0,0,7,2,1321,9,-1,0,0.5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,365
57,3,0,6822,0,0,7,2,797,2,-1,0,0.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
50,2,0,1176,0,0,7,2,281,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
30,2,1,1,0,0,7,2,407,4,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
36,2,0,0,0,0,7,2,171,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
49,1,0,0,1,0,7,2,76,3,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
50,2,0,123,1,0,7,2,276,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
56,2,0,445,0,0,7,2,59,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,365
55,1,0,173,0,0,7,2,168,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,365
37,3,0,489,1,0,7,2,205,5,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
32,3,0,577,0,0,7,2,101,2,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,365
60,1,0,3462,0,0,7,2,125,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
32,3,0,1966,0,0,7,2,436,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
48,2,0,309,0,0,7,2,190,2,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
48,2,0,1791,0,0,7,2,63,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
53,3,0,20,1,0,7,2,218,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,365
45,3,0,770,0,0,7,2,65,2,-1,0,0.5,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,365
53,3,0,349,0,0,7,2,146,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
60,3,0,6557,0,0,7,2,214,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,365
56,2,0,4719,1,1,7,2,82,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,365
33,3,0,3915,0,0,7,2,65,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
33,3,0,1308,0,0,7,2,194,6,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,365
37,3,0,5239,0,0,7,2,67,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
37,2,0,5733,1,0,7,2,105,4,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,365
53,1,0,1388,0,0,7,2,139,4,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
40,2,0,192,0,0,7,2,266,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
37,3,0,359,0,1,7,2,3422,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
36,2,0,333,0,0,7,2,44,2,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
57,3,0,46,0,0,7,2,238,2,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,365
44,3,0,71,1,0,7,2,142,2,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,365
44,2,0,1371,0,0,7,2,159,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
34,3,0,834,0,0,7,2,182,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
55,2,0,2430,1,0,7,2,231,2,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,365
51,3,0,2125,0,1,7,2,20,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
47,1,0,675,0,0,7,2,152,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,365
57,3,0,320,0,0,7,2,76,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
31,2,0,754,0,0,7,2,145,2,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
57,3,0,4547,0,0,7,2,314,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
41,3,0,231,0,0,7,2,352,2,-1,0,0.5,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,365
46,2,0,22,1,0,7,2,414,4,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,365
58,2,0,225,0,0,7,2,122,6,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,365
35,3,0,416,0,0,7,2,163,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
61,3,0,746,0,0,7,2,108,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,365
33,2,0,1500,0,0,7,2,133,4,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
57,2,0,4490,0,0,7,2,101,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,365
51,2,0,0,0,0,7,2,131,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,365
46,2,0,2098,0,0,7,2,110,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
35,3,0,632,0,0,7,2,141,1,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
30,3,0,0,0,0,7,2,74,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
31,3,0,53,1,0,7,2,165,3,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,365
31,3,0,319,0,1,7,2,446,1,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
59,3,0,1002,0,0,7,2,201,2,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,365
48,3,0,399,0,1,7,2,126,1,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,365
50,2,0,3176,0,0,7,2,670,1,-1,0,0.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
56,2,0,255,0,0,7,2,481,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,365
55,1,0,7303,1,0,7,2,166,3,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
46,2,0,-824,1,0,7,2,429,3,-1,0,0.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,365
33,3,0,584,1,0,7,2,269,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
56,1,0,1214,0,1,7,2,105,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
31,3,0,676,0,0,7,2,1182,1,-1,0,0.5,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
41,3,0,0,0,0,7,2,408,1,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,365
57,2,0,256,0,0,7,2,198,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,365
55,2,0,224,0,0,7,2,180,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,365
42,1,0,83,0,1,7,2,184,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,365
43,3,0,-334,1,0,7,2,291,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
52,3,0,-803,1,0,7,2,131,3,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,365
45,2,0,724,1,1,7,2,117,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
40,3,0,1038,0,0,7,2,162,5,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,365
34,3,0,2611,0,0,7,2,235,8,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
49,2,0,790,1,0,7,2,324,3,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,365
36,2,0,651,0,0,7,2,876,1,-1,0,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
36,3,0,0,1,1,7,2,122,5,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,365
33,2,0,-479,0,0,7,2,235,1,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
31,1,0,196,0,0,7,2,248,1,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
33,3,0,5,1,0,7,2,12,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
35,3,0,15298,0,0,7,2,642,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
44,3,0,10950,1,0,7,2,84,1,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
45,2,0,2657,0,0,7,2,895,3,-1,0,0.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,365
56,2,0,1956,0,0,7,2,126,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,365
32,2,0,554,0,0,7,2,520,3,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
34,2,0,0,0,0,7,2,181,3,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
59,1,0,927,0,0,7,2,1934,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,365
36,3,0,2813,1,0,7,2,88,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
50,2,0,283,1,0,7,2,226,3,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
33,3,0,605,0,0,7,2,452,3,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,365
48,2,0,127,0,1,7,2,524,5,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
45,2,0,760,0,0,7,2,95,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
31,2,0,55,0,0,7,2,124,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
45,2,0,1181,1,0,7,2,141,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,365
43,3,0,5145,0,0,7,2,51,7,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
32,2,0,3360,1,1,7,2,365,5,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,365
41,3,0,3831,1,0,7,2,243,7,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
32,3,0,474,1,0,7,2,90,3,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,365
35,2,0,374,1,1,7,2,72,5,-1,0,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
59,1,0,6,0,0,7,2,448,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,365
53,3,0,1945,0,0,7,2,262,7,-1,0,0.5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
32,3,0,312,0,0,7,2,37,3,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,365
51,2,0,101,0,0,7,2,217,3,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,365
36,3,0,227,0,1,7,2,336,4,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,365
56,1,0,3149,0,0,7,2,142,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,365
54,1,0,1059,0,0,7,2,147,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,365
42,2,0,219,1,1,7,2,186,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
34,2,0,649,0,0,7,2,124,3,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
45,1,0,1192,0,0,7,2,260,3,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
30,3,0,0,0,0,7,2,111,5,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
46,2,0,678,0,0,7,2,96,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,365
47,1,0,0,0,0,7,2,293,4,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
33,2,0,5235,0,0,7,2,67,3,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
34,2,0,7487,0,0,7,2,534,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
40,3,0,162,0,0,7,2,256,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
41,3,0,768,0,0,7,2,229,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
54,3,0,2819,0,0,7,2,123,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
38,2,0,740,0,0,7,2,259,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
33,2,0,2376,0,0,7,2,278,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
48,2,0,0,0,0,7,2,163,5,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,365
37,3,0,171,1,1,7,2,250,3,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,365
50,1,0,506,1,0,7,2,430,4,-1,0,0.5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
33,2,0,801,0,0,7,2,341,5,-1,0,0.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,365
51,1,0,1138,0,0,7,2,265,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,365
49,1,0,2316,0,0,7,2,35,4,-1,0,0.5,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
55,3,0,1097,1,0,7,2,191,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
56,1,0,0,0,0,7,2,152,6,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
56,2,0,654,0,1,7,2,93,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,365
34,3,0,5334,0,0,7,2,385,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
37,3,0,410,0,0,7,2,542,3,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,365
32,3,0,183,1,0,7,2,112,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
33,2,0,6419,0,0,7,2,419,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
30,2,0,0,0,0,7,2,82,3,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
34,3,0,555,1,0,7,2,144,18,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
43,3,0,248,0,0,7,2,229,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
53,2,0,1713,1,0,7,2,160,3,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,365
52,2,0,5122,0,1,7,2,218,7,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,365
34,3,0,0,0,0,8,2,201,6,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,365
48,2,0,2,0,0,8,2,152,6,-1,0,0.5,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,365
48,1,0,174,1,1,8,2,36,8,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
52,2,0,5102,0,0,8,2,117,2,-1,0,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,365
37,2,0,3,1,0,8,2,90,5,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
47,2,0,231,0,0,8,2,88,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,365
53,3,0,2327,0,0,8,2,94,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
33,3,0,2126,0,0,8,2,174,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
32,3,0,449,0,0,8,2,231,2,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
31,2,0,37,0,0,8,2,73,2,-1,0,0.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,365
35,3,0,-4,0,0,8,2,129,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
30,3,0,1785,0,0,8,2,108,2,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,365
41,3,0,1517,0,0,8,2,193,3,-1,0,0.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
47,2,0,7,0,0,8,2,175,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
44,2,0,326,1,0,8,2,108,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
58,2,0,208,0,0,8,2,121,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,365
51,1,0,507,1,0,8,2,85,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
31,3,0,18,0,0,8,2,82,2,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,365
33,1,0,0,0,0,8,2,138,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,365
37,2,0,980,0,0,8,2,1306,5,-1,0,0.5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
58,3,0,648,0,0,8,2,110,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
60,3,0,73,0,0,8,2,243,2,-1,0,0.5,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
45,3,0,5450,0,0,8,2,188,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
44,3,0,178,0,0,8,2,126,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,365
36,3,0,162,1,0,8,2,75,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
52,2,0,409,0,0,8,2,137,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
41,2,0,2123,0,0,8,2,130,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
52,2,0,900,0,0,8,2,117,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
34,2,0,161,0,1,8,2,61,2,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,365
55,1,0,2325,1,1,8,2,87,7,-1,0,0.5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,365
32,2,0,9608,0,0,8,2,114,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
34,3,1,38,0,0,8,2,52,11,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,365
50,1,0,-98,0,1,8,2,550,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
45,2,0,162,0,0,8,2,130,2,-1,0,0.5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,365
31,3,0,30,0,0,8,2,161,2,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,365
32,2,0,3333,0,0,8,2,50,4,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
31,2,0,659,1,0,8,2,135,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,365
57,1,0,2893,0,0,8,2,207,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,365
53,3,0,-3,0,0,8,2,133,2,-1,0,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,365
32,3,0,0,0,0,8,2,282,4,-1,0,0.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,365
